2024-09-25T08:16:18.803+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-2] org.hibernate.SQL                        : select sp1_0.id,sp1_0.anh_dai_dien,sp1_0.ban_chay,sp1_0.don_gia,sp1_0.mansx,sp1_0.mo_ta,sp1_0.model,sp1_0.ngay_het_han,sp1_0.ngay_sua,sp1_0.ngay_tao,sp1_0.noi_bat,sp1_0.so_luong,sp1_0.tag,sp1_0.tensp,sp1_0.trang_thai from san_pham sp1_0 where sp1_0.ban_chay=?
2024-09-25T08:16:18.805+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-2] org.hibernate.SQL                        : select sp1_0.id,sp1_0.anh_dai_dien,sp1_0.ban_chay,sp1_0.don_gia,sp1_0.mansx,sp1_0.mo_ta,sp1_0.model,sp1_0.ngay_het_han,sp1_0.ngay_sua,sp1_0.ngay_tao,sp1_0.noi_bat,sp1_0.so_luong,sp1_0.tag,sp1_0.tensp,sp1_0.trang_thai from san_pham sp1_0 where sp1_0.ban_chay=?
2024-09-25T08:16:18.813+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-2] org.hibernate.SQL                        : select sp1_0.id,sp1_0.anh_dai_dien,sp1_0.ban_chay,sp1_0.don_gia,sp1_0.mansx,sp1_0.mo_ta,sp1_0.model,sp1_0.ngay_het_han,sp1_0.ngay_sua,sp1_0.ngay_tao,sp1_0.noi_bat,sp1_0.so_luong,sp1_0.tag,sp1_0.tensp,sp1_0.trang_thai from san_pham sp1_0 where sp1_0.ban_chay=?
2024-09-25T08:16:18.816+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-2] org.hibernate.SQL                        : select sp1_0.id,sp1_0.anh_dai_dien,sp1_0.ban_chay,sp1_0.don_gia,sp1_0.mansx,sp1_0.mo_ta,sp1_0.model,sp1_0.ngay_het_han,sp1_0.ngay_sua,sp1_0.ngay_tao,sp1_0.noi_bat,sp1_0.so_luong,sp1_0.tag,sp1_0.tensp,sp1_0.trang_thai from san_pham sp1_0 where sp1_0.ban_chay=?
2024-09-25T08:16:18.816+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-2] org.hibernate.SQL                        : select sp1_0.id,sp1_0.anh_dai_dien,sp1_0.ban_chay,sp1_0.don_gia,sp1_0.mansx,sp1_0.mo_ta,sp1_0.model,sp1_0.ngay_het_han,sp1_0.ngay_sua,sp1_0.ngay_tao,sp1_0.noi_bat,sp1_0.so_luong,sp1_0.tag,sp1_0.tensp,sp1_0.trang_thai from san_pham sp1_0 where sp1_0.ban_chay=?
2024-09-25T08:16:18.831+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-2] org.hibernate.SQL                        : select sp1_0.id,sp1_0.anh_dai_dien,sp1_0.ban_chay,sp1_0.don_gia,sp1_0.mansx,sp1_0.mo_ta,sp1_0.model,sp1_0.ngay_het_han,sp1_0.ngay_sua,sp1_0.ngay_tao,sp1_0.noi_bat,sp1_0.so_luong,sp1_0.tag,sp1_0.tensp,sp1_0.trang_thai from san_pham sp1_0 where sp1_0.ban_chay=?
2024-09-25T08:16:18.831+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-2] org.hibernate.SQL                        : select qc1_0.id,qc1_0.anh,qc1_0.gia_tien,qc1_0.link,qc1_0.mo_ta,qc1_0.ngay_het_han,qc1_0.ngay_sua,qc1_0.ngay_tao,qc1_0.trang_thai,qc1_0.tua_de,qc1_0.tua_de_phu from quang_cao qc1_0 where qc1_0.trang_thai=?
2024-09-25T08:16:18.846+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-2] org.hibernate.SQL                        : select sp1_0.id,sp1_0.anh_dai_dien,sp1_0.ban_chay,sp1_0.don_gia,sp1_0.mansx,sp1_0.mo_ta,sp1_0.model,sp1_0.ngay_het_han,sp1_0.ngay_sua,sp1_0.ngay_tao,sp1_0.noi_bat,sp1_0.so_luong,sp1_0.tag,sp1_0.tensp,sp1_0.trang_thai from san_pham sp1_0 where sp1_0.trang_thai=?
2024-09-25T08:16:18.853+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-2] org.hibernate.SQL                        : select sp1_0.id,sp1_0.anh_dai_dien,sp1_0.ban_chay,sp1_0.don_gia,sp1_0.mansx,sp1_0.mo_ta,sp1_0.model,sp1_0.ngay_het_han,sp1_0.ngay_sua,sp1_0.ngay_tao,sp1_0.noi_bat,sp1_0.so_luong,sp1_0.tag,sp1_0.tensp,sp1_0.trang_thai from san_pham sp1_0
2024-09-25T08:16:18.864+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-2] org.hibernate.SQL                        : select sp1_0.id,sp1_0.anh_dai_dien,sp1_0.ban_chay,sp1_0.don_gia,sp1_0.mansx,sp1_0.mo_ta,sp1_0.model,sp1_0.ngay_het_han,sp1_0.ngay_sua,sp1_0.ngay_tao,sp1_0.noi_bat,sp1_0.so_luong,sp1_0.tag,sp1_0.tensp,sp1_0.trang_thai from san_pham sp1_0
2024-09-25T08:16:18.866+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-2] org.hibernate.SQL                        : select sp1_0.id,sp1_0.anh_dai_dien,sp1_0.ban_chay,sp1_0.don_gia,sp1_0.mansx,sp1_0.mo_ta,sp1_0.model,sp1_0.ngay_het_han,sp1_0.ngay_sua,sp1_0.ngay_tao,sp1_0.noi_bat,sp1_0.so_luong,sp1_0.tag,sp1_0.tensp,sp1_0.trang_thai from san_pham sp1_0
2024-09-25T08:16:18.883+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-2] org.hibernate.SQL                        : select sp1_0.id,sp1_0.anh_dai_dien,sp1_0.ban_chay,sp1_0.don_gia,sp1_0.mansx,sp1_0.mo_ta,sp1_0.model,sp1_0.ngay_het_han,sp1_0.ngay_sua,sp1_0.ngay_tao,sp1_0.noi_bat,sp1_0.so_luong,sp1_0.tag,sp1_0.tensp,sp1_0.trang_thai from san_pham sp1_0
2024-09-25T08:16:18.903+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-2] org.hibernate.SQL                        : select sp1_0.id,sp1_0.anh_dai_dien,sp1_0.ban_chay,sp1_0.don_gia,sp1_0.mansx,sp1_0.mo_ta,sp1_0.model,sp1_0.ngay_het_han,sp1_0.ngay_sua,sp1_0.ngay_tao,sp1_0.noi_bat,sp1_0.so_luong,sp1_0.tag,sp1_0.tensp,sp1_0.trang_thai from san_pham sp1_0
2024-09-25T08:16:18.912+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-2] org.hibernate.SQL                        : select sp1_0.id,sp1_0.anh_dai_dien,sp1_0.ban_chay,sp1_0.don_gia,sp1_0.mansx,sp1_0.mo_ta,sp1_0.model,sp1_0.ngay_het_han,sp1_0.ngay_sua,sp1_0.ngay_tao,sp1_0.noi_bat,sp1_0.so_luong,sp1_0.tag,sp1_0.tensp,sp1_0.trang_thai from san_pham sp1_0
2024-09-25T08:16:18.917+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-2] org.hibernate.SQL                        : select sp1_0.id,sp1_0.anh_dai_dien,sp1_0.ban_chay,sp1_0.don_gia,sp1_0.mansx,sp1_0.mo_ta,sp1_0.model,sp1_0.ngay_het_han,sp1_0.ngay_sua,sp1_0.ngay_tao,sp1_0.noi_bat,sp1_0.so_luong,sp1_0.tag,sp1_0.tensp,sp1_0.trang_thai from san_pham sp1_0
2024-09-25T08:16:18.979+07:00  WARN 9280 --- [doan] [http-nio-6868-exec-2] actStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-6868-exec-2][layouts/layout-client] Deprecated unwrapped fragment expression "client/fragments/head :: head" found in template layouts/layout-client, line 6, col 7. Please use the complete syntax of fragment expressions instead ("~{client/fragments/head :: head}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-09-25T08:16:19.010+07:00  WARN 9280 --- [doan] [http-nio-6868-exec-2] actStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-6868-exec-2][layouts/layout-client] Deprecated unwrapped fragment expression "client/fragments/header :: header" found in template layouts/layout-client, line 10, col 17. Please use the complete syntax of fragment expressions instead ("~{client/fragments/header :: header}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-09-25T08:16:19.113+07:00  WARN 9280 --- [doan] [http-nio-6868-exec-2] actStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-6868-exec-2][layouts/layout-client] Deprecated unwrapped fragment expression "${content}" found in template layouts/layout-client, line 12, col 18. Please use the complete syntax of fragment expressions instead ("~{${content}}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-09-25T08:16:19.229+07:00  WARN 9280 --- [doan] [http-nio-6868-exec-2] actStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-6868-exec-2][layouts/layout-client] Deprecated unwrapped fragment expression "client/fragments/footer :: footer" found in template layouts/layout-client, line 15, col 18. Please use the complete syntax of fragment expressions instead ("~{client/fragments/footer :: footer}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-09-25T08:16:19.277+07:00  WARN 9280 --- [doan] [http-nio-6868-exec-2] actStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-6868-exec-2][layouts/layout-client] Deprecated unwrapped fragment expression "client/fragments/menu_mobile :: menu_mobile" found in template layouts/layout-client, line 22, col 10. Please use the complete syntax of fragment expressions instead ("~{client/fragments/menu_mobile :: menu_mobile}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-09-25T08:16:19.299+07:00  WARN 9280 --- [doan] [http-nio-6868-exec-2] actStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-6868-exec-2][layouts/layout-client] Deprecated unwrapped fragment expression "client/fragments/register_modal :: register_modal" found in template layouts/layout-client, line 24, col 10. Please use the complete syntax of fragment expressions instead ("~{client/fragments/register_modal :: register_modal}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-09-25T08:16:19.331+07:00  WARN 9280 --- [doan] [http-nio-6868-exec-2] actStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-6868-exec-2][layouts/layout-client] Deprecated unwrapped fragment expression "client/fragments/script :: script" found in template layouts/layout-client, line 27, col 10. Please use the complete syntax of fragment expressions instead ("~{client/fragments/script :: script}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-09-25T08:16:21.578+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-5] org.hibernate.SQL                        : select nsx1_0.id,nsx1_0.anh,nsx1_0.link,nsx1_0.ngay_sua,nsx1_0.ngay_tao,nsx1_0.ten from nha_san_xuat nsx1_0
2024-09-25T08:16:21.587+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-5] org.hibernate.SQL                        : select cd1_0.id,cd1_0.gia_tri,cd1_0.khoa from cai_dat cd1_0
2024-09-25T08:16:21.612+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-6] org.hibernate.SQL                        : select nsx1_0.id,nsx1_0.anh,nsx1_0.link,nsx1_0.ngay_sua,nsx1_0.ngay_tao,nsx1_0.ten from nha_san_xuat nsx1_0
2024-09-25T08:16:21.623+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-6] org.hibernate.SQL                        : select cd1_0.id,cd1_0.gia_tri,cd1_0.khoa from cai_dat cd1_0
2024-09-25T08:16:21.630+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-6] org.hibernate.SQL                        : select sp1_0.id,sp1_0.anh_dai_dien,sp1_0.ban_chay,sp1_0.don_gia,sp1_0.mansx,sp1_0.mo_ta,sp1_0.model,sp1_0.ngay_het_han,sp1_0.ngay_sua,sp1_0.ngay_tao,sp1_0.noi_bat,sp1_0.so_luong,sp1_0.tag,sp1_0.tensp,sp1_0.trang_thai from san_pham sp1_0 where sp1_0.trang_thai=?
2024-09-25T08:16:21.640+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-6] org.hibernate.SQL                        : select sp1_0.id,sp1_0.anh_dai_dien,sp1_0.ban_chay,sp1_0.don_gia,sp1_0.mansx,sp1_0.mo_ta,sp1_0.model,sp1_0.ngay_het_han,sp1_0.ngay_sua,sp1_0.ngay_tao,sp1_0.noi_bat,sp1_0.so_luong,sp1_0.tag,sp1_0.tensp,sp1_0.trang_thai from san_pham sp1_0 where sp1_0.noi_bat=?
2024-09-25T08:16:21.648+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-6] org.hibernate.SQL                        : select sp1_0.id,sp1_0.anh_dai_dien,sp1_0.ban_chay,sp1_0.don_gia,sp1_0.mansx,sp1_0.mo_ta,sp1_0.model,sp1_0.ngay_het_han,sp1_0.ngay_sua,sp1_0.ngay_tao,sp1_0.noi_bat,sp1_0.so_luong,sp1_0.tag,sp1_0.tensp,sp1_0.trang_thai from san_pham sp1_0 where sp1_0.noi_bat=?
2024-09-25T08:16:21.653+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-6] org.hibernate.SQL                        : select sp1_0.id,sp1_0.anh_dai_dien,sp1_0.ban_chay,sp1_0.don_gia,sp1_0.mansx,sp1_0.mo_ta,sp1_0.model,sp1_0.ngay_het_han,sp1_0.ngay_sua,sp1_0.ngay_tao,sp1_0.noi_bat,sp1_0.so_luong,sp1_0.tag,sp1_0.tensp,sp1_0.trang_thai from san_pham sp1_0 where sp1_0.noi_bat=?
2024-09-25T08:16:21.658+07:00 DEBUG 9280 --- [doan] [http-nio-6868-exec-6] org.hibernate.SQL                        : select sp1_0.id,sp1_0.anh_dai_dien,sp1_0.ban_chay,sp1_0.don_gia,sp1_0.mansx,sp1_0.mo_ta,sp1_0.model,sp1_0.ngay_het_han,sp1_0.ngay_sua,sp1_0.ngay_tao,sp1_0.noi_bat,sp1_0.so_luong,sp1_0.tag,sp1_0.tensp,sp1_0.trang_thai from san_pham sp1_0 where sp1_0.noi_bat=?
